show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2972,TV Show,Breathe,,"Amit Sadh, Neena Kulkarni, Sapna Pabbi, Hrishikesh Joshi, R. Madhavan, Shri Swara, Atharva Vishwakarm",,,2018,16+,1 Season,Drama,"Breathe is an Indian drama that explores the lives of ordinary men faced with extraordinary circumstances. Kabir (Sadh), a brilliant but non-conventional officer of the Crime Branch, puts the pieces together of seemingly unconnected deaths of organ donors that lead up to an unlikely suspect - the affable Danny (Madhavan). Kabir will not stop till he cracks the case and delivers justice."
s2973,Movie,Breaking & Exiting,Peter Facinelli,"Milo Gibson, Jordan Hinson, Adam Huber, Joaquim de Almeida, Justine Wachsberger, James Kyson, Lily Anne Harrison, Cecile Cubilo",,,2018,18+,78 min,Comedy,"During a burglary Harry, a charming house thief, meets Daisy and saves her from herself, sending them into a journey of self discovery and love."
s2974,Movie,Breakfast In Hollywood,"Harold Schuster, Harold D. Schuster","Tom Breneman, Bonita Granville, Beulah Bondi, Edward Ryan, Raymond Walburn, Billie Burke, Zasu Pitts, Hedda Hopper, Andy Russell, Spike Jones, Nat 'King' Cole, Herman Bing, Ida Breneman, Lillian Bronson, James Conaty, Alice Cooper, Lester Dorr, Robert Dudley, Dick Elliott, Mary Field, Byron Foulger, Red Ingle, Thomas E. Jackson, Lois January, Anna Le Sueur, Howard Negley, William Newell, Sarah Padden, Lee Phelps, Del Porter, Syd Saylor, Minerva Urecal, Billy Wayne, Matt Willis",,,1946,13+,88 min,"Comedy, Music Videos and Concerts","Based on the old radio series of the same name, we see the lives of several people attending a popular radio show, including a young couple who meet and fall in love at the show. Great musical acts including Nat King Cole and Spike Jones. ZaSu Pitts almost steals the show!"
s2975,TV Show,Bread Barbershop,,,,,2020,ALL,1 Season,"Animation, Kids","In a world where all the characters are different kinds of food, our hero is a slice of bread who is a master cake decorator. All the cupcakes in town come to his barbershop to have their decorations styled."
s2976,Movie,Brazz Sports Basketball Diary Two,Gezus Zaire,"Deleah Gibson, Jada Austin, Megan Hovan, Anajiah Wallace, Autumn Bell, Belinda Burks, Joe Fenelon, Jerome DuVal",,,2017,ALL,10 min,"Documentary, Sports","Deleah Gibson, Jada Austin, Anajiah Wallace and other hidden gems of the Cleveland area display and sharpen their skills at NYG Hoops Report's She Hoops Midwest Super Showcase in Hudson, Ohio. A collection of hungry high school and middle school student athletes gather to rise on the radars of collegiate coaches and talent evaluators."
s2977,Movie,Bravetown,Daniel Duran,"Josh Duhamel, Laura Dern, Lucas Till",,,2015,R,114 min,"Arts, Entertainment, and Culture, Romance","Josh is a lost soul with an extraordinary musical talent set on a journey to encounter what he was least expecting but undoubtedly needed most. Feeling like it's him against the world at first, his path is crossed by many people looking for their own fate, that in the end, his presence in their lives turns out to be of extraordinary importance."
s2978,Movie,Brash Boys Club,Quentin Lee,"Owen Alabado, Dash Kwiatkowski, Brad Loekle",,,2020,18+,82 min,"Arts, Entertainment, and Culture, Comedy, LGBTQ","Brash Boys Club, one-night of stand-up, gay comedy featuring three diverse comedians each doing a half-hour set."
s2979,TV Show,Brandi and Jarrod: Married to the Job,,"Brandi Passante, Jarrod Schulz",,,2014,TV-PG,1 Season,TV Shows,"We'll take a look at an individual's entire accumulation of material wealth, a once-in-a-lifetime experience to liquidate for cash! The results are always genuine, unexpected and dramatic as America tunes in to find out what they might be worth!"
s2980,Movie,Branded a Coward,Sam Newfield,"Johnny Mack Brown, Billie Seward, Yakima Canutt, Syd Saylor, Robert Kortman, Lloyd Ingraham, Lee Shumway, Roger Williams",,,1935,13+,65 min,Western,"After young Johnny Hume (Brown) watches his mother, father, and brother get gunned down by a gang of outlaws, he grows up to become an expert bronco horse rider and target shooter, but is still plagued by nightmares of that horrible day. He is branded a coward after an incident at a saloon, and in shame, Johnny and his only friend Oscar hit the trail. The two witness a stage hold-up, ride in with guns blazing, and chase the robbers away. Ethel Carson (Seward) then works to get Johnny elected deputy marshal. Soon after, Johnny is forced to fight the stage robber's leader. In their brutal fistfight Johnny realizes that the man is his brother Billy, whom he had thought dead. The two brothers join together for the first time to fight off the other outlaws."
s2981,TV Show,Brand New House On a Budget,,,,,2014,13+,1 Season,"Special Interest, Unscripted","A talented interior designer is challenged to do a huge home makeover on the tiniest budget, using clever styling tricks, bargain hunting and upcycling to transform drab houses into beautiful family homes."
s2982,Movie,Brahms,Baeble Music,,,,2006,NR,30 min,Music Videos and Concerts,"Our latest concert video comes with a hazy, night vision glow to it. It would seem electro-rock outfit BRAHMS love performing under a cover of darkness...and with good reason. Theirs' is an inebriated sort of sound packaged in nocturnal beats, glassy waves of synths, and unrestrained sing along choruses. It's the kind of sound that makes me suspect that even their 11:30 headlining set at The Northside Festival was a bit too early for their tastes. Nevertheless, the art school electronics the Brooklyn based band filled the cavernous Brooklyn Bowl with drove the mass who had gathered before them mad...a delirious mess of flailing arms, bopping heads, and whatever else was going on in the darkness. Though they might have closed Cantora Bowl with this performance, my guess is BRAHMS only got the evening kicking for the slew who danced their way through this performance. - David Pitz"
s2983,Movie,Brad's Status,Mike White,"Ben Stiller, Austin Abrams, Jenna Fischer, Luke Wilson, Michael Sheen",United States,,2017,R,102 min,"Comedy, Drama",A trip to Boston with his college-bound son triggers a crisis of confidence for Brad Sloan (Ben Stiller) as he reassesses his life choices in this bittersweet comedy. Now on Prime Video.
s2984,Movie,Brad Williams: Daddy Issues,Scott Montoya,Brad Williams,,,2016,18+,61 min,"Arts, Entertainment, and Culture, Comedy","in his second one hour special, Brad Williams discusses race and political correctness, as well as his ""Daddy Issues"" on how his father raised him to deal with adversity and how his family had to deal with its greatest challenge yet. Copyright 2016 Laugh Out Loud Comedy, Inc. distributed by lolflix, Inc. filmed during the Laugh Out Loud Comedy Festival."
s2985,Movie,Brad Williams Fun Size,Scott L. Montoya,Brad Williams,,,2015,,60 min,"Arts, Entertainment, and Culture, Comedy","Brad Williams possesses something that everyone can agree is funny: a disability. Brad is a dwarf and his inimitable take on disability, relationships, sex and race with perfect timing and explosive delivery proves that you can in fact overcome any shortcomings... pun intended. Copyright 2013 Laugh Out Loud Comedy, Inc. distributed by lolflix, Inc. filmed during the Laugh Out Loud Comedy Festival."
s2986,Movie,Boys' Reformatory,Howard Bretherton,"Frankie Darro, Grant Withers, David Durand, Warren McCollum, Al Hill Jr., Robert McClung, George Offerman Jr., Frank Coghlan Jr., Ben Welden, Lillian Elliott, Tempe Pigott, John St. Polis",,,1939,13+,89 min,Drama,"A tough street kid takes the rap for a burglary committed by the son of his foster family and is sent to a boys reformatory, where the inmates are under the thumb of corrupt guards and a brutal prison doctor."
s2987,TV Show,Boys Over Flowers,,"Ku Hye-sun, Lee Min-ho, Kim Hyun-joong, Kim Bum, Kim Joon, Kim So-eun",,,2009,13+,1 Season,"Comedy, Drama, Romance","In this K-Drama classic, a poor girl attends an elite school, and is bullied by the leader of F4 (the four richest boys). He falls for her - however, she has a crush on his best friend. Whom will she choose?"
s2988,Movie,Boys (English Subtitled),Mischa Kamp,"Stijn Taverne, Gijs Blom, Ton Kas, Jonas Smulders, Ko Zandvliet",Netherlands,,2015,16+,77 min,"LGBTQ, Romance, Sports","In this beautiful and uplifting gay romance, two teen track stars discover first love as they train for the biggest relay race of their young lives."
s2989,Movie,Boynton Beach Club,Susan Seidelman,"Dyan Cannon, Sally Kellerman, Brenda Vaccaro, Len Cariou, Joseph Bologna",United States,,2006,R,105 min,"Comedy, Romance",A romantic comedy about our amazing capacity to rebound and fall in love at any age.
s2990,Movie,"Boyfriend School, The",Malcolm Mowbray,"Jami Gertz, Steve Guttenberg",,,1990,PG-13,103 min,"Comedy, Romance","Painfully boring Gus isn't exactly ladies' man material – at least not until his meddling romance writer sister makes him the buff and bronzed main character in the romantic fantasies of his dream girl, Emily."
s2991,Movie,Boy of the Streets,William Nigh,"Jackie Cooper, Maureen O'Connor, Kathleen Burke, Robert Emmett O'Connor, Marjorie Main",,,1937,13+,78 min,Drama,"Teenager Chuck Brennan (Cooper) lives in the worst slums of the big city, making his way as the leader of a local teenage gang who harrass the cops and fight other gangs. Chuck falls in love with Nora, who gave up her college scholarship and a future out of the slums to care for her sickly mother. Wanting to please and help Nora, Chuck becomes the new right hand man of gangster Blackie Davis. Soon Chuck becomes addicted to the easy money and noteriety, but loses Nora in the process, who wants nothing to do with a gangster. This drives Chuck to take on even more risky jobs, leading to a final heist that goes horribly wrong. A striking, gritty drama about the horrible choices faced by those living in the slums of the 1930's."
s2992,Movie,Bowery Blitzkreig,Wallace Fox,"Leo Gorcey, Bobby Jordan, Huntz Hall, Keye Luke, Warren Hull, Charlotte Henry, Bobby Stone, Donald Haines, Ernest Morrison, David Gorcey, Martha Wentworth, Jack Mulhall, Eddie Foster, Dennis Moore, Tony Carson, Pat Costello, Dick Ryan, Jack Carr, Bill Cartledge, John Indrisano, George Morrell, Minerva Urecal",,,1941,PG,62 min,"Comedy, Drama","The East Side Kids discover that one of their own, Danny, is torn between staying and school and becoming a boxer, and is getting mixed up with gangsters."
s2993,Movie,Bowery at Midnight,Wallace Fox,"Bela Lugosi, John Archer, Wanda McKay",,,1942,13+,62 min,"Action, Suspense",Kindly soup kitchen operator and professor of criminology Bela Lugosi uses his soup kitchen as a front for a criminal gang who commit a series of daring robberies and murders.
s2994,Movie,Bottom of the 9th,Raymond De Felitta,"Joe Manganiello, Sofia Vergara, Michael Rispoli, Denis O'Hare",,,2019,R,111 min,Drama,Starring Joe Manganiello and Sofia Vergara. From a producer of Creed comes an inspirational sports story about determination and redemption.
s2995,TV Show,Bottom,,,,,1995,TV-PG,3 Seasons,Comedy,More pungent episodes from the two head-banging morons whose idea of a wild night is pulling nose hair out with a pair of pliers. Join Richard Richard and his masochistic flatmate Eddie Hitler for more disgusting toilet humour and charming English pleasantries . . .
s2996,Movie,Boss,MITCH CREDLE,"LASONYA OLDEN, THOMAS SYKES, TRINA ADAMS, FAHEEM SALAAM, JAYE ALLEN, STACEY TYSON, TY DICKSON, CHANTEL ROLLINS",,,2017,16+,145 min,"Action, Drama","Based in Washington D.C. two childhood friends allow the love of money to become the root to their evils. Sweets, a madame of the streets comes across a truck full of drugs and instead of returning the vehicle to the notorious drug dealer, Hakeem, to which it belongs she sales the product and keeps the profit. Once Hakeem realizes Sweets is in possession of the missing truck he seeks revenge."
s2997,Movie,Bornoporichoy,Mainak Bhaumik,"Jisshu Sengupta, Abir Chatterjee, Priyanka Sarkar",India,,2019,16+,102 min,"Drama, International","Police Detective Dhanonjoy once lost everything that was dear to him during an obsessive yet fruitless pursuit of a serial killer named Arko. When his nemesis resurfaces years later, Dhanonjoy embarks on one final crusade to end Arko's killing spree."
s2998,Movie,Born Too White,Claire Richards,Oscar Duke,,,2017,16+,59 min,"Documentary, Special Interest","A new documentary for award-winning international current affairs strand This World explores the discrimination and persecution of people with albinism in Tanzania and Malawi, East Africa. In Born Too White, NHS doctor Oscar Duke (24 Hours in A&E), who himself has albinism, embarks on a personal journey to discover what life is like for people who share his condition in these countries."
s2999,Movie,Born To Win,Ivan Passer,"George Segal, Robert DeNiro, Karen Black, Hector Elizondo, Paula Prentiss, Jay Fletcher",,,1971,,88 min,Drama,"New York Ex-hairdresser Segal tries to deal with his 100 dollar a day Heroin addiction, with moments of self-hatred in his fast lane lifestyle that threaten to destroy him. The portrayal of the Big Apple drug culture is harrowing, harsh and vivid. Recommended film with excellent cast, with scenes of brilliance and humor due to Passer's direction."
s3000,TV Show,Born This Way,,"Sean McElwee, Rachel Osterbach",,,2018,TV-PG,4 Seasons,"Documentary, Drama, Unscripted","Critically-acclaimed, Emmy-winning docuseries Born This Way chronicles the journey of a diverse group of young men and women with Down syndrome as they push their boundaries and assert the independence they have cultivated the past 3 seasons."
s3001,TV Show,Born Behind Bars,,,,,2018,TV-14,1 Season,"Documentary, Drama, Unscripted","A staggering 7,500 babies are born behind bars each year in the US. In most cases, babies are separated from their mother immediately after birth. Currently there are 8 experimental prison nursery programs nationwide and we have exclusive access to 1 of them."
s3002,TV Show,Bordertown: Laredo,,,,,2011,TV-14,1 Season,"Documentary, Special Interest","Ruthless Mexican drug cartels resort to any means to transport illegal narcotics into the U.S., and the primary gateway is the tiny Texas city of Laredo, the largest inland port on the border."
s3003,Movie,Boonie Bears: Blast Into the Past,Leon Ding,"Joseph S. Lambert, Nikki Stinson, Kieran Katarey, Maxx Rinehart, Siobhan Lumsden",,,2020,7+,90 min,"Animation, Kids","The Boonie Bears are going on an adventure, this time to visit the forest as they've never seen it before: 30,000 years in the past!"
s3004,TV Show,Bookaboo UK,,,,,2009,TV-NR,1 Season,Kids,"Bookaboo is a world famous rock puppy who tours the globe with his band, playing drums to packed stadiums of adoring fans. However, there's just one hitch for our rock puppy superstar - he can't play without a story a day!"
s3005,TV Show,Bookaboo,,"Marcus Clarke, Matt Ficner, Jason Hopley",,,2016,ALL,1 Season,Kids,Bookaboo Season 1
s3006,TV Show,Bones,,"Emily Deschanel, David Boreanaz, Michaela Conlin",,,2017,NR,12 Seasons,"Drama, Suspense","The 12-episode run will celebrate the inventive series and bring the storylines of Brennan, Booth and the Jeffersonian-FBI team to a close, allowing the show’s loyal fans to say goodbye to these indelible characters."
s3007,Movie,Bold Caballero (1936),Wells Root,"Robert Livingston, Heather Angel, Sig Ruman, Ian Wolfe, Robert Warwick, Emily Fitzroy",,,1936,13+,69 min,Western,"Don Diego once again dons the disguise of Zorro to fight for the poor people of California against the ruthless Commandante. Shortly after the Governor and his daughter Isabella arrive, the Governor is killed and the Commandante blames Zorro for the murder. Isabella accidentally discovers that Don Diego is really Zorro, and she has the Commandante arrest him for her father's murder. But Don Diego provides evidence of his innocence and Commandante's guilt in the crime, and the two then work together to overthrow the local dictator."
s3008,TV Show,Boing: The Play Ranger,,,,,2016,ALL,2 Seasons,"Animation, Kids","Welcome to the village of Playville! A fun and colorful playground town filled with lovable characters that can transform into playground rides. Even in this world of happiness, unfortunate events happen from time to time. But don't you worry, our Play Rangers: Boing (Lion), Bing Bing (Hippo) and Mongbar (Monkey) are always here to keep the peace in the village so everyone can have fun."
s3009,Movie,Bodysnatchers of New York,Toby Dye,William Sherman,,,2010,13+,44 min,Documentary,"In late 2005, a true crime story broke that spread like wildfire across America, then around the world. Excited news reports on the ""New York Body Snatchers"" read more like something from the pages of a pulp horror novel. The press went to town on lurid details of how over 1,000 corpses had been allegedly stolen, carved up and sold in a scheme that netted those responsible millions of dollars."
s3010,TV Show,Bobby's World: The Complete Series,,Howie Mandel,,,1990,ALL,7 Seasons,"Animation, Kids","Created by and starring Howie Mandel, this animated series takes a wild ride inside the mind of young Bobby Generic. Bobby is not your typical suburban kid. His active imagination takes viewers into a world of daring adventure, incredible wonder, and lots of laughs, all in a pint size perspective."
s3011,Movie,Bobby Slayton: Born To Be Bobby,Manny Rodriguez,Bobby Slayton,,,2010,18+,64 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Living legend Bobby Slayton is one of the most recognized, respected, and energetic comedians working today."
s3012,Movie,Bob The Train - Non Stop,"USP Studios, Bob the Train","Bob The Train, Kids TV",,,2018,ALL,62 min,"Animation, Kids","Kids educational songs and nursery rhymes that your little one will love! Come join bob the train as he sings, dances in this fun kids learning video. Learn about alphabets, fruits, planets, phonics, numbers, abc, shapes, colors, 123 and more made easy and fun with this preschool rhymes and kids songs playlist."
s3013,Movie,Bob the Drag Queen: Suspiciously Large Woman,Cheyenne Picardo,"Caldwell Tidicue, Joakim Berglund, Tim Bryan, Christopher Hall, Matthew Rost, Zach Noe Towers",,,2017,R,57 min,"Arts, Entertainment, and Culture, Documentary, LGBTQ","The winner of RuPaul's Drag Race Season 8 returns to her hometown of Atlanta, GA purse first as a true ""Queen for the People,"" sharing her thoughts on, fame, fashion, sex, politics, and white people."
s3014,Movie,Bob Saget: Zero To Sixty,Jay Chapman,Bob Saget,,,2017,,65 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Bob Saget declares himself to be the last TV father you can trust in this R'ish rated hour of entertaining stories, riffing with the audience, words of wisdom & new original comedy songs."
s3015,Movie,Bob Saget: That's What I'm Talking About,Jay Karas,Bob Saget,,,2013,,55 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Network safe funnyman Bob Saget transforms himself into a spectacularly foul-mouthed explainer and raconteur in this live stage show from Seattle.
s3016,TV Show,Boarding School Juliet,,"Yuki Ono, Ai Kayano, Ayane Sakura, Yu Shimamura",,,2018,NR,1 Season,TV Shows,"At Dahlia Academy, a prestigious boarding school on a remote island, students from two feuding countries battle each other every day. However, Romio Inuzuka, the leader of the Touwa dorm, and Juliet Persia, the leader of the West dorm, start a secret relationship!"
s3017,TV Show,Bo on the Go,,,,,2009,TV-Y7,3 Seasons,"Animation, Kids","Bo is a positive, super-energetic and inquisitive young heroine who, along with her young friend Dezadore the dragon, encourages children at home to actively join her in a variety of movements that assist her on amazing adventures."
s3018,Movie,Blue Thunder,John Badham,"Roy Scheider, Warren Oates, Candy Clark, Daniel Stern, Malcolm McDowell, Anthony James, James Read, Joe Santos",,,1983,R,109 min,"Action, Drama, Suspense",The cop test pilot for an experimental police helicopter learns the sinister implications of the new vehicle.
s3019,Movie,Blue Steel,Robert N. Bradbury,"John Wayne, Eleanor Hunt, George 'Gabby' Hayes, Edward Peil Sr., Yakima Canutt, Lafe McKee, George Cleveland, Earl Dwire, Silver Tip Baker, Barney Beasley, Hank Bell, Ralph Bucko, Horace B. Carpenter, Fern Emmett, Jack Evans, Herman Hack, Theodore Lorch, Bud McClure, Perry Murdock, George Nash, Herman Nowlin, Artie Ortego, Tex Phelps",,,1934,13+,51 min,Western,"John Wayne is an undercover government agent who sets out to save a town from the ""Polka Dot Bandit"". The bandit is stealing all the supplies coming into the town in order to run the people off their land, which is sitting on top of the richest gold mine ever discovered."
s3020,TV Show,Blue Murder: Killer Cop,,"Richard Roxburgh, Matt Nable, Justin Smith, Toni Collette, Dan Wyllie, Emma Booth, Damian Walshe-Howling, Steve Le Marquand, Tony Martin, Andrew Ryan, Aaron Pedersen, Aaron Jeffery, Peter Phelps, Robert Mammone, Michael Tran",,,2017,16+,1 Season,"Drama, Suspense","A floating body, a drug deal gone wrong, and two former detectives the perpetrators. Life imprisonment is the end of Roger Rogerson's story. The last Blue Murder ended with his expulsion in disgrace from the NSW Police Force. In this instalment, Rogerson struggles to make a living in a world that's rapidly changing, caught between the pressures of criminals, police and a love that might save him."
s3021,TV Show,Blue Mountain State,,"Alan Ritchson, Darin Brooks, Gabrielle Dennis, Sam Jones III, Ed Marinaro, Omari Newton, Kwasi Songui",,,2011,TV-MA,3 Seasons,Comedy,"""Blue Mountain State"" follows the on and off-field antics of college football powerhouse, Blue Mountain State. In Season 3, Coach Daniels will have his authority challenged when the boosters force him to hire a hotshot offensive coordinator/head coach- in-waiting. While Alex will have to step up from being a fun-loving second-string to the starting QB."
s3022,Movie,Blue Hawaii,Norman Taurog,"Elvis Presley, Joan Blackman, Angela Lansbury, Nancy Walters, Roland Winters",,,1961,PG,101 min,"Arts, Entertainment, and Culture, Comedy","After arriving back in Hawaii from the Army, Chad Gates (Elvis Presley) defies his parents' wishes for him to work at the family business and instead goes to work as a tour guide at his girlfriend's agency."
s3023,Movie,Blow The Man Down,"Danielle Krudy, Bridget Savage Cole","Morgan Saylor, Sophie Lowe, Margo Martindale, June Squibb, Annette O'Toole, Marceline Hugot",United States,,2020,R,91 min,"Comedy, Drama, Suspense","Welcome to Easter Cove, a salty fishing village on the far reaches of Maine’s rocky coast. Grieving the loss of their mother and facing an uncertain future, Mary Beth and Priscilla Connolly cover up a gruesome run-in with a dangerous man. To conceal their crime, the sisters must go deeper into Easter Cove’s underbelly and uncover the town matriarchs' darkest secrets."
s3024,Movie,Bloodrayne: The Third Reich,Uwe Boll,"Kristanna Loken, Michael Madsen, Matthew Davis",,,2010,R,79 min,Action,"Half-vampire, half-human, Rayne hides in the shadows slaughtering vampires and those that get in her way. In 1943 Europe, during World War II, Rayne faces her greatest foe, an army of undead Nazi soldiers led by Ekart Brand, a top Nazi official turned day-walker. Rayne must team up with a group of fighters to defeat Brand and his vampire army before they reach Berlin to grant Hitler immortality."
s3025,Movie,"Blood, Sand and Gold",Gaelan Connell,"Aaron Costa Ganis, Monica West, Christopher Redman, Jenny Sterlin, Bruce McKenzie, Ezra Knight, Michael Benyaer, Shuna Iijima, Letizia Lezza, Paulino Partida",,,2017,,89 min,"Action, Adventure, Comedy","When an archaeologist discovers Sir Francis Drake's lost treasure in the Sahara Desert, it is promptly stolen and sets off a global quest to steal it back."
s3026,Movie,Blood On The Sun,Frank Lloyd,Peng Tien,,,1974,R,94 min,"Action, Drama","Based on a true story, James Cagney stars as an American reporter in pre-war Japan in this riveting, brutal, action-packed film tracing the unintended unveiling of the dreaded Tanaka Plan for Japanese world domination. Cagney, given a purloined copy of the plan, is pursued by a beautiful Japanese secret agent (Sylvia Sidney) sent to romance and ensnare him before he can get it to the American Embassy and into the world press."
s3027,Movie,Blood into Wine,"Ryan Page, Christopher Pomerenke","Glenn Alexander, Tim Alexander, Fairuza Balk",,,2010,16+,100 min,"Documentary, Special Interest","Take a look inside the life of one of Rock music's most mysterious and interesting figures. With winemaking in his blood, multiplatinum recording artist Maynard James Keenan sets out to bring notariety to Arizona's burgeoning wine regions."
s3028,Movie,Blood Bath (1966),"Jack Hill, Joel Reed, Stephanie Rothman","William Campbell, Marissa Mathes",,,1966,13+,62 min,Horror,"A succession of beautiful girls mysteriously disappear, shocking the city of Venice, California. Behind the disappearances is a modern-day vampire who, we learn, is the famous artist Sordi, reincarnation of a vampire ancestor."
s3029,Movie,Blood and Lace,Phillip Gilbert,Gloria Grahame,,,1971,18+,87 min,Drama,"After her prostitute mother and her john are beaten to death while they are asleep in bed, teen-aged Ellie Masters is sent to an isolated orphanage run by Mrs. Deere and her handyman. Taking an avid interest in her welfare is detective Calvin Carruthers. Taking almost no interest at all, is social worker Harold Mullins who is completely under Mrs. Deere's thumb."
s3030,TV Show,Blood & Treasure,,,,,2019,TV-14,1 Season,TV Shows,Blood & Treasure is a globe-trotting action-adventure drama about a brilliant antiquities expert and a cunning art thief who team up to catch a ruthless terrorist who funds his attacks through stolen treasure. Danny McNamara is a former FBI agent specializing in stolen arts and antiquities.
s3031,Movie,Blonde Comet,William Beaudine,"Virginia Vale, Robert Kent, Barney Oldfield, Vince Barnett, William Halligan, Joey Ray, Red Knight, Diana Hughes",,,1941,ALL,67 min,"Action, Adventure, Drama","Female European race car champion Betty Blake (Vale) decides to head to America for new challenges. Betty finds her fiercest rival in America is handsome driver Jim Flynn (Kent), who is attempting to design and build a new race car carburetor. Things are complicated by the efforts of an unkown villain who keeps attempting to sabotage Jim's invention, and the burgeoning romance between Jim and Betty. Veteran race-car driver of the day Barney Oldfield appears as himself in the film."
s3032,TV Show,Blockbusters with Bill Cullen,,Bill Cullen,,,1981,TV-G,1 Season,Unscripted,Question and answer game with two players against a single player in a race to connect boxes from one side of the game board to the other.
s3033,Movie,Blitzen Trapper,,,,,2011,NR,29 min,Music Videos and Concerts,"When a young band meanders musical terrain at will, often times they sound lost or searching. But Blitzen Trapper's well-informed pull on multiple sonic seams never tears apart the band's performance at The Mercury Lounge."
s3034,Movie,Blippi's Educational Vehicle Videos!,Moonbug Entertainment,Stevin john,,,2020,ALL,71 min,Kids,"Blippi is an educational kids show tailored for children ages 2-5 years old. Join Blippi in this collection of videos for kids, and learn all about different wonderful vehicles!"
s3035,Movie,Blippi - Visit the Playground with Blippi and More Kids Videos!,Moonbug Entertainment,,,,2019,ALL,48 min,Kids,"Blippi is an educational kids show tailored for children ages 2-5 years old. In this wonderful collection of videos for kids, Blippi travels to a variety of exciting places so you can learn about indoor playgrounds, and so much more!"
s3036,TV Show,Blippi - Videos for Kids,,Stevin John,,,2016,ALL,1 Season,"Kids, Special Interest",Blippi in this educational series for toddlers will teach your youngsters through the power of fun! Join Blippi at a few playgrounds and playing with some toys while keeping everything entertaining and educational at the same time!
s3037,Movie,"Blippi - Learn Colors, Numbers, Animals and More!",Stevin John,Stevin John,,,2020,ALL,92 min,Kids,"Blippi is an educational kids show tailored for children ages 2-5 years old. In this wonderful collection of videos for kids, Blippi travels to a variety of exciting places so you can learn about colors, animals, counting and so much more!"
s3038,TV Show,Blippi - Educational Videos for Children,,Stevin John,,,2016,ALL,1 Season,Kids,"""Blippi"" is an educational children's show geared towards the ages of 2-6 years old. The fun and goofy host takes you for an adventure learning about exciting things like fire trucks, animals, garbage trucks, space, tractors and more while tying it into learning numbers, colors, shapes, words, and more!"
s3039,TV Show,Blippi - Educational Songs for Kids,,Stevin John,,,2016,ALL,1 Season,Kids,"Blippi nursery rhymes for children has songs for kids like Tractors, Garbage Trucks, Fire Trucks, Backhoe Excavator, Trains, and more!"
s3040,Movie,Bling Kong,,,,,2011,NR,40 min,Music Videos and Concerts,Multiple drummers and brightly-dressed cheerleaders bring the rock in Bling Kong.
s3041,Movie,Blind Fury,Phillip Noyce,"Rutger Hauer, Terry O'Quinn, Meg Foster, Brandon Call, Noble Willingham, Lisa Blount, Nick Cassavetes, Rick Overton, Randall 'Tex' Cobb",,,1990,R,86 min,Action,"Nick Parker (Rutger Hauer) is a blind Vietnam vet who was trained by local tribes to enhance his remaining senses and now expertly wields a sword. On his return to the US, he goes to visit an old Army buddy, Frank Devereaux (Terrance O'Quinn), but discovers that he and his family are in danger from a crooked casino boss. Nick must save his friend's son, and evade the henchman in pursuit of them."
s3042,TV Show,Bleak Old Shop Of Stuff,,"Robert Webb, Stephen Fry, Katherine Parkinson, Celia Imrie",,,2012,TV-PG,1 Season,Comedy,"Welcome to the adventures of Jedrington Secret-Past, upstanding family man and owner of The Old Shop Of Stuff, where he sells a plethora of miscellaneous odd things. But with every good-hearted hero, there must come a villain. Enter Malifax Skulkingworm - a lawyer with a heart of flint, an unusual evil hat and a decidedly sinister plan to ruin Jedrington and incarcerate his family."
s3043,Movie,Blanche,Twila LaBar,"Clifford Hardwick, Tommy Mangrem, Carolyn Mangrem, Suzanne O'Bryan, Don Pfiester, Liz Sibley, Madelaine Gorman King, Theresa Chambers Stolte, Rick Ruiz, Edward Pfiester, Liz Roger, Jim O'Bryan, Sam Pfiester, Al Kauffman, Jody Richardson, Judge Billy Ray Stubblefield, PF- OFF Protestor, First Amendment Supporter",,,2019,,67 min,"Comedy, Western","Blanche is a heartwarming, humorous story about old friendships and new beginnings. A lonely West Texas rancher is rejuvenated when an old compadre masterminds a crazy bet on a chicken named Blanche, proving there are second chances at life and love. This captivating tale was inspired by true events and features a cast of real-life West Texans making their acting debuts."
s3044,TV Show,Blade of the Immortal,,"Kenjiro Tsuda, Ayane Sakura, Nozomu Sasaki, Tatsuhisa Suzuki, Eiji Hanawa",,,2020,TV-NR,1 Season,Anime,"Edo, an era of warriors. There lived an immortal man, the Slayer of Hundreds, 'Manji.' He meets Rin, who has sworn vengeance for her parents. Rin's grudge is against a group of swordmasters – Ittou-ryu. She asks Manji to be her bodyguard on her journey. He refuses, but then sees his late sister in Rin. So began the violent struggle that would bring even the immortal Manji to his knees."
s3045,Movie,Blackout,Louis Mandylor,"Abraham Benrubi, Lymari Nadal, Nia Kingsley, Costas Mandylor",,,2014,R,92 min,"Drama, Horror, Suspense","This ensemble thriller tells the story of four college students, an expectant couple, and a lone survival expert who are confronted by a global blackout that forces them to endure the worst of human nature as society falls apart around them."
s3046,Movie,Blackmark,A.J. Martinson,"Kaiwi Lyman, Jeff Hatch, Corey MacIntosh",,,2017,,94 min,"Action, Suspense",Inspired by true historical events. A rogue intelligence agent and a military industrialist must race against the clock to stop an international incident which threatens to end the world.
