Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH10257,Warehouse_MIA,Dallas,FedEx,28/02/2023,01/03/2023,27.1,79.46,Delivered,338,1
SH10258,Warehouse_CHI,Los Angeles,Amazon Logistics,16/09/2023,29/09/2023,46.8,105.98,Delayed,410,2
SH10259,Warehouse_LA,Minneapolis,UPS,27/05/2023,01/06/2023,10.4,204.87,Delivered,1486,5
SH10261,Warehouse_HOU,Detroit,DHL,24/12/2023,28/12/2023,39.2,159.9,Delivered,605,4
SH10263,Warehouse_DEN,Portland,FedEx,31/08/2023,01/09/2023,8.6,34.32,Delivered,165,1
SH10264,Warehouse_LA,Dallas,UPS,11/01/2023,15/01/2023,10.9,191.54,Delivered,1435,4
SH10265,Warehouse_SF,Detroit,USPS,11/01/2023,14/01/2023,35.3,102.36,Delivered,533,3
SH10266,Warehouse_BOS,Phoenix,Amazon Logistics,29/11/2023,05/12/2023,40.9,224.12,Delivered,1122,6
SH10267,Warehouse_ATL,Minneapolis,DHL,22/07/2023,23/07/2023,22.4,70.43,Delivered,263,1
SH10268,Warehouse_DEN,Miami,Amazon Logistics,14/11/2023,19/11/2023,8.7,202.52,Delivered,1348,5
SH10269,Warehouse_SF,Atlanta,USPS,28/11/2023,01/12/2023,10.9,55.96,In Transit,340,3
SH10270,Warehouse_DEN,Phoenix,FedEx,18/01/2023,21/01/2023,4.9,27.41,Delivered,159,3
SH10271,Warehouse_BOS,Chicago,FedEx,21/01/2023,26/01/2023,45.1,322.54,Delivered,2054,5
SH10272,Warehouse_SEA,Chicago,Amazon Logistics,27/03/2023,28/03/2023,24.8,66.9,In Transit,274,1
SH10275,Warehouse_LA,New York,LaserShip,16/04/2023,18/04/2023,25.3,107.88,In Transit,742,2
SH10276,Warehouse_ATL,Dallas,FedEx,18/08/2023,24/08/2023,18,305.41,Delivered,2218,6
SH10277,Warehouse_DEN,Phoenix,OnTrac,12/03/2023,17/03/2023,8.2,248.9,Delivered,1857,5
SH10278,Warehouse_LA,Los Angeles,OnTrac,02/09/2023,08/09/2023,9.6,242.9,Delivered,2001,6
SH10279,Warehouse_SF,Minneapolis,USPS,19/10/2023,20/10/2023,37.7,77.3,Delivered,293,1
SH10280,Warehouse_SEA,Dallas,OnTrac,22/10/2023,26/10/2023,20.1,209.94,Delivered,1401,4
SH10281,Warehouse_HOU,Phoenix,OnTrac,22/03/2023,03/04/2023,21.5,136.58,Delayed,916,2
SH10282,Warehouse_DEN,Los Angeles,Amazon Logistics,06/03/2023,10/03/2023,4.6,230.19,Delivered,1778,4
SH10283,Warehouse_CHI,Boston,FedEx,06/11/2023,12/11/2023,29.5,194.07,Delivered,1041,6
SH10284,Warehouse_ATL,Los Angeles,USPS,13/09/2023,14/08/2023,8,92.47,Delivered,676,5
SH10285,Warehouse_SF,Miami,USPS,04/04/2023,05/04/2023,9.9,62.2,Delivered,448,1
SH10286,Warehouse_NYC,New York,DHL,14/02/2023,19/02/2023,27.2,334.23,Delivered,2033,5
SH10287,Warehouse_DEN,Minneapolis,DHL,19/09/2023,23/09/2023,75.9,251.01,Delivered,939,4
SH10288,Warehouse_DEN,Detroit,UPS,14/06/2023,16/06/2023,24.5,142.73,Delivered,926,2
SH10289,Warehouse_HOU,Los Angeles,OnTrac,19/07/2023,25/07/2023,38.5,330.97,Delivered,2444,6
SH10290,Warehouse_LA,Dallas,OnTrac,09/11/2023,13/11/2023,10.6,235.34,Delivered,1435,4
SH10291,Warehouse_HOU,Detroit,Amazon Logistics,07/03/2023,12/03/2023,10.1,231.81,Lost,1875,5
SH10292,Warehouse_LA,New York,FedEx,28/05/2023,02/06/2023,18.4,302.47,Delivered,2280,5
SH10293,Warehouse_MIA,Phoenix,DHL,16/11/2023,20/11/2023,16.7,341.36,Delivered,1808,4
SH10294,Warehouse_DEN,Atlanta,UPS,30/05/2023,04/06/2023,4.1,237.12,Delivered,1790,5
SH10295,Warehouse_MIA,New York,OnTrac,22/04/2023,26/04/2023,5.2,127.1,Delivered,1049,4
SH10296,Warehouse_SEA,Boston,LaserShip,05/03/2023,18/03/2023,23.7,82.89,Delayed,461,6
SH10297,Warehouse_HOU,Portland,FedEx,28/07/2023,02/08/2023,21.8,204.43,Delivered,1218,5
SH10298,Warehouse_LA,Los Angeles,USPS,24/05/2023,30/05/2023,20,255.06,Delivered,2144,6
SH10299,Warehouse_SEA,Boston,LaserShip,20/11/2023,24/11/2023,12.7,261.22,Delivered,1547,4
SH10300,Warehouse_HOU,Dallas,DHL,29/06/2023,01/07/2023,22.8,76.07,Delivered,370,2
SH10301,Warehouse_SEA,Boston,DHL,21/06/2023,30/06/2023,12.6,332.46,Delivered,2400,9
SH10302,Warehouse_SEA,Atlanta,UPS,16/09/2023,20/09/2023,25,203.15,Delivered,1477,4
SH10303,Warehouse_DEN,Boston,DHL,05/12/2023,10/12/2023,30.5,464.17,Delivered,2363,5
SH10304,Warehouse_SF,New York,Amazon Logistics,06/12/2023,11/12/2023,20.6,246.74,Delivered,1442,5
SH10305,Warehouse_CHI,Denver,OnTrac,11/08/2023,17/08/2023,46.9,188.95,Delayed,1000,2
SH10306,Warehouse_CHI,Portland,LaserShip,27/02/2023,28/02/2023,30.2,71.67,Delivered,290,1
SH10307,Warehouse_DEN,Minneapolis,LaserShip,21/02/2023,25/02/2023,17.2,133.74,Delivered,888,4
SH10308,Warehouse_HOU,New York,DHL,15/03/2023,21/03/2023,14.4,391.92,Delivered,2448,6
SH10309,Warehouse_DEN,Phoenix,Amazon Logistics,10/11/2023,22/11/2023,36.5,109.9,Delayed,385,2
SH10310,Warehouse_SF,Boston,Amazon Logistics,29/03/2023,09/04/2023,17.5,198,Delayed,1539,4
SH10311,Warehouse_LA,Dallas,LaserShip,21/07/2023,27/07/2023,60.6,242.49,Delivered,1435,6
SH10312,Warehouse_ATL,Minneapolis,Amazon Logistics,22/06/2023,27/06/2023,8.3,208.92,Delivered,1713,5
SH10313,Warehouse_ATL,Seattle,Amazon Logistics,19/12/2023,21/12/2023,20.4,44.83,Lost,135,2
SH10314,Warehouse_CHI,Portland,DHL,28/10/2023,01/11/2023,37.9,100.86,Delivered,305,4
SH10315,Warehouse_DEN,New York,FedEx,01/06/2023,06/06/2023,16.2,301.84,In Transit,2209,5
SH10316,Warehouse_CHI,Denver,USPS,01/01/2023,07/01/2023,23.8,128.01,Delivered,1000,6
SH10317,Warehouse_BOS,Boston,OnTrac,10/09/2023,19/09/2023,15.9,284.07,Delivered,2374,9
SH10318,Warehouse_HOU,Los Angeles,OnTrac,26/11/2023,16/12/2023,77.8,413.72,Delayed,2313,10
SH10319,Warehouse_CHI,Detroit,USPS,22/03/2023,26/03/2023,8.1,41.68,Delivered,283,4
SH10320,Warehouse_BOS,Minneapolis,OnTrac,16/10/2023,21/10/2023,52.1,282.08,Delivered,1861,5
SH10322,Warehouse_LA,Phoenix,Amazon Logistics,11/01/2023,17/01/2023,22.6,76.63,Delayed,373,5
SH10323,Warehouse_ATL,Phoenix,USPS,18/09/2023,23/09/2023,31.9,207.32,Delivered,1520,5
SH10324,Warehouse_BOS,Miami,FedEx,23/10/2023,27/10/2023,45.9,89.19,Delivered,247,4
SH10325,Warehouse_ATL,Houston,FedEx,26/07/2023,30/07/2023,14.9,112.48,Delivered,789,4
SH10326,Warehouse_CHI,Denver,Amazon Logistics,05/02/2023,09/02/2023,27.6,165.2,Delivered,1000,4
SH10327,Warehouse_HOU,Atlanta,DHL,25/03/2023,27/03/2023,8.3,128.12,Delivered,800,2
SH10328,Warehouse_ATL,Chicago,DHL,27/10/2023,01/11/2023,41.8,174.68,Delivered,773,5
SH10329,Warehouse_DEN,Seattle,Amazon Logistics,04/07/2023,09/07/2023,10.7,219.9,Lost,1857,5
SH10330,Warehouse_MIA,Detroit,Amazon Logistics,10/07/2023,13/07/2023,8.3,154.62,Delivered,1155,3
SH10331,Warehouse_NYC,Houston,UPS,03/06/2023,07/06/2023,67.9,253.84,Delivered,1154,4
SH10332,Warehouse_MIA,Denver,UPS,07/11/2023,11/11/2023,10.3,233.37,Delivered,1477,4
SH10333,Warehouse_NYC,Houston,OnTrac,30/01/2023,03/02/2023,22.7,218.75,Delivered,1541,4
SH10334,Warehouse_LA,Miami,DHL,07/11/2023,10/11/2023,19,127.07,Delivered,622,3
SH10336,Warehouse_SEA,Phoenix,Amazon Logistics,27/04/2023,30/04/2023,12.7,192.88,Delivered,1608,3
SH10337,Warehouse_SEA,Atlanta,UPS,10/01/2023,14/01/2023,45.3,240.32,Delivered,1324,4
SH10338,Warehouse_CHI,Portland,UPS,17/08/2023,22/08/2023,12.3,310.02,Delivered,2328,5
SH10339,Warehouse_SF,Detroit,USPS,10/10/2023,15/10/2023,52.2,253.33,Delayed,1608,4
SH10340,Warehouse_ATL,Phoenix,UPS,12/01/2023,21/01/2023,8.4,280.39,Delivered,2388,9
SH10341,Warehouse_HOU,Chicago,Amazon Logistics,12/07/2023,15/07/2023,13.9,136.58,Delivered,1028,3
SH10342,Warehouse_LA,Atlanta,LaserShip,20/01/2023,29/01/2023,41,278.39,Delayed,2061,5
SH10343,Warehouse_LA,Chicago,USPS,14/10/2023,19/10/2023,26.1,232.56,Delivered,1772,5
SH10344,Warehouse_LA,Chicago,USPS,20/10/2023,24/10/2023,26.2,210.07,Delivered,1707,4
SH10345,Warehouse_SEA,Detroit,USPS,14/02/2023,15/01/2023,47.6,135.78,Delayed,636,1
SH10346,Warehouse_SF,Houston,FedEx,06/11/2023,16/11/2023,10.8,349.56,In Transit,1953,10
SH10347,Warehouse_NYC,Detroit,USPS,28/10/2023,02/11/2023,42.4,192.86,Delivered,1319,5
SH10349,Warehouse_SEA,Houston,UPS,01/09/2023,04/09/2023,26.1,75.76,Delivered,325,3
SH10350,Warehouse_SF,Portland,UPS,03/04/2023,05/04/2023,21.1,73.7,Delivered,347,2
SH10351,Warehouse_SF,Portland,Amazon Logistics,23/06/2023,25/06/2023,15.7,87.18,Delivered,509,2
SH10352,Warehouse_SEA,Minneapolis,OnTrac,16/12/2023,18/12/2023,14.3,88.22,Delivered,421,2
SH10353,Warehouse_HOU,Minneapolis,OnTrac,28/08/2023,02/09/2023,34.3,287.66,Delivered,2065,5
SH10354,Warehouse_CHI,Los Angeles,UPS,13/05/2023,20/05/2023,13.7,341.16,Delivered,2361,7
SH10355,Warehouse_MIA,San Francisco,DHL,28/12/2023,01/01/2024,31.2,274.73,Delivered,1415,4
SH10356,Warehouse_SF,Detroit,LaserShip,19/11/2023,24/11/2023,18.7,270.75,Delivered,1679,5
SH10357,Warehouse_SF,Boston,DHL,05/09/2023,08/09/2023,30,187.33,Delivered,1180,3
SH10358,Warehouse_SEA,Dallas,USPS,10/02/2023,13/02/2023,20.7,201.34,Delivered,1515,3
SH10359,Warehouse_CHI,Detroit,Amazon Logistics,10/11/2023,12/11/2023,27.2,87.22,Delivered,283,2
SH10360,Warehouse_MIA,Phoenix,UPS,24/02/2023,04/03/2023,10.6,78.78,Delayed,517,2
SH10361,Warehouse_DEN,Minneapolis,Amazon Logistics,21/03/2023,24/03/2023,6.9,23.19,Delivered,140,3
SH10362,Warehouse_SEA,Los Angeles,FedEx,23/09/2023,29/09/2023,17.1,309.74,Delivered,2081,6
SH10363,Warehouse_DEN,Los Angeles,UPS,09/06/2023,15/06/2023,33.1,283.18,Delivered,1885,6
SH10364,Warehouse_SF,Portland,OnTrac,25/08/2023,27/08/2023,18.7,90.94,Delivered,604,2
SH10365,Warehouse_SF,Portland,DHL,06/06/2023,10/06/2023,21.1,141.98,Delivered,847,4
SH10366,Warehouse_BOS,Boston,FedEx,12/12/2023,23/12/2023,55.1,474.36,Delayed,2247,6
SH10367,Warehouse_SF,Chicago,OnTrac,25/04/2023,01/05/2023,14.6,293.83,Delivered,2420,6
SH10368,Warehouse_MIA,Denver,FedEx,20/03/2023,26/03/2023,20.5,315.46,Delivered,2294,6
SH10369,Warehouse_SEA,Atlanta,DHL,14/04/2023,19/04/2023,16.8,303.11,Delivered,2091,5
SH10370,Warehouse_BOS,Los Angeles,OnTrac,19/03/2023,23/03/2023,31.2,206.1,Delivered,1358,4
SH10371,Warehouse_SF,Los Angeles,FedEx,27/09/2023,29/09/2023,16,87.01,Returned,484,2
SH10372,Warehouse_MIA,Miami,FedEx,16/11/2023,17/11/2023,11,122.5,Delivered,675,1
SH10373,Warehouse_ATL,Detroit,USPS,09/06/2023,15/06/2023,37.9,236.61,Delivered,1884,6
SH10374,Warehouse_MIA,Chicago,FedEx,12/08/2023,17/08/2023,21.8,299.4,Delivered,2196,5
SH10375,Warehouse_CHI,Atlanta,USPS,26/04/2023,02/05/2023,6,253.02,Delivered,2325,6
SH10376,Warehouse_LA,Boston,USPS,09/07/2023,12/07/2023,37.9,171.78,In Transit,1014,3
SH10377,Warehouse_BOS,Dallas,UPS,10/02/2023,15/02/2023,14.8,286.7,Delivered,2050,5
SH10378,Warehouse_DEN,Dallas,UPS,28/07/2023,03/08/2023,9.1,75.28,Delayed,474,5
SH10379,Warehouse_ATL,Los Angeles,OnTrac,26/09/2023,27/09/2023,9.5,77.13,Delivered,498,1
SH10380,Warehouse_BOS,Portland,OnTrac,19/11/2023,23/11/2023,33.6,291.85,Delivered,1512,4
SH10381,Warehouse_MIA,Atlanta,USPS,07/11/2023,12/11/2023,40.3,206.28,Delivered,1076,5
SH10382,Warehouse_NYC,Portland,OnTrac,24/03/2023,27/03/2023,15,141.6,Delivered,1115,3
SH10383,Warehouse_SF,Chicago,LaserShip,14/09/2023,16/09/2023,75.4,109.7,Delivered,242,2
SH10384,Warehouse_LA,Detroit,USPS,23/12/2023,24/12/2023,6.4,78.84,Delivered,534,1
SH10385,Warehouse_CHI,San Francisco,OnTrac,16/08/2023,22/08/2023,44.4,179.93,Delivered,1059,6
SH10386,Warehouse_SF,Minneapolis,Amazon Logistics,27/06/2023,02/07/2023,11.7,140.32,Delivered,1060,5
SH10387,Warehouse_HOU,Los Angeles,UPS,03/03/2023,08/03/2023,24.4,326.92,Delivered,2330,5
SH10388,Warehouse_DEN,Chicago,FedEx,21/09/2023,26/09/2023,20.9,268.01,Delivered,1867,5
SH10390,Warehouse_SEA,Dallas,UPS,15/06/2023,21/06/2023,9.2,286.15,Delivered,2096,6
SH10391,Warehouse_LA,San Francisco,Amazon Logistics,12/08/2023,19/08/2023,32.4,332.08,Delivered,2409,7
SH10392,Warehouse_SF,Boston,FedEx,27/01/2023,30/01/2023,110.9,283.94,Delivered,1032,3
SH10393,Warehouse_NYC,Atlanta,FedEx,07/08/2023,09/08/2023,50.4,175.48,Delivered,870,2
SH10394,Warehouse_LA,Portland,FedEx,01/06/2023,07/06/2023,54.4,284.26,Delivered,1616,6
SH10395,Warehouse_SEA,Dallas,DHL,05/03/2023,17/03/2023,34.5,233.71,Delayed,1366,4
SH10396,Warehouse_LA,Denver,UPS,09/04/2023,15/04/2023,9.5,228.41,Delivered,1802,6
SH10397,Warehouse_ATL,Detroit,Amazon Logistics,14/06/2023,15/05/2023,58,90.41,Delivered,196,2
SH10398,Warehouse_BOS,Atlanta,OnTrac,18/12/2023,25/12/2023,10.8,400.75,Delivered,2425,7
SH10399,Warehouse_SEA,Atlanta,OnTrac,10/03/2023,14/03/2023,26,222.33,Delivered,1641,4
SH10400,Warehouse_ATL,San Francisco,Amazon Logistics,01/12/2023,06/12/2023,6.5,28.34,Lost,129,2
SH10401,Warehouse_ATL,Portland,LaserShip,28/10/2023,01/11/2023,6.9,194.18,Delivered,1649,4
SH10402,Warehouse_MIA,Boston,DHL,12/02/2023,04/03/2023,29.5,224.76,Delayed,1289,8
SH10403,Warehouse_NYC,Dallas,LaserShip,17/12/2023,18/12/2023,12.7,56.43,Delivered,273,1
SH10404,Warehouse_HOU,Miami,UPS,11/07/2023,14/07/2023,29.1,160.14,Delivered,940,3
SH10405,Warehouse_ATL,Detroit,USPS,24/11/2023,28/11/2023,34.7,329.19,Delivered,1913,4
SH10406,Warehouse_LA,San Francisco,LaserShip,27/06/2023,28/06/2023,13.3,42.44,Delivered,252,1
SH10407,Warehouse_MIA,Phoenix,OnTrac,17/07/2023,20/07/2023,29.3,136.26,In Transit,919,3
SH10408,Warehouse_CHI,Atlanta,OnTrac,02/12/2023,07/12/2023,9.6,154.66,Delivered,1040,5
SH10409,Warehouse_BOS,New York,FedEx,05/05/2023,11/05/2023,6.3,267.55,Delivered,2108,6
SH10410,Warehouse_SF,Phoenix,LaserShip,03/10/2023,07/10/2023,15.6,95.5,Delivered,627,4
SH10411,Warehouse_SEA,Houston,FedEx,21/04/2023,22/04/2023,8.6,33.61,Lost,178,1
SH10412,Warehouse_MIA,Denver,USPS,31/08/2023,02/09/2023,34.1,114.04,Delivered,616,2
SH10413,Warehouse_HOU,Atlanta,OnTrac,18/02/2023,20/02/2023,21.1,109.65,Delivered,800,2
SH10414,Warehouse_LA,Dallas,Amazon Logistics,14/06/2023,18/06/2023,33.8,204.1,Delivered,1435,4
SH10415,Warehouse_ATL,Minneapolis,Amazon Logistics,25/04/2023,01/05/2023,331.7,242.34,Delivered,1727,6
SH10416,Warehouse_HOU,Chicago,DHL,22/09/2023,26/09/2023,9.5,271.59,Delivered,2007,4
SH10417,Warehouse_NYC,Dallas,LaserShip,06/06/2023,14/06/2023,21.6,221.42,Delayed,1619,4
SH10418,Warehouse_ATL,Chicago,DHL,18/01/2023,25/01/2023,10,360.44,Delivered,2344,7
SH10419,Warehouse_MIA,Dallas,OnTrac,04/12/2023,04/11/2023,7.8,330.04,Delivered,2242,5
SH10420,Warehouse_MIA,Houston,OnTrac,28/08/2023,01/09/2023,26.8,190.03,In Transit,1346,4
SH10421,Warehouse_NYC,Miami,UPS,17/03/2023,18/03/2023,36.3,77.48,Delivered,283,1
SH10422,Warehouse_DEN,Los Angeles,LaserShip,20/05/2023,24/05/2023,7.1,26.87,In Transit,164,4
SH10423,Warehouse_SF,Boston,Amazon Logistics,04/01/2023,11/01/2023,14.6,188.17,Delivered,1324,7
SH10424,Warehouse_MIA,Minneapolis,FedEx,09/12/2023,14/12/2023,8.8,157.81,Delayed,849,2
SH10425,Warehouse_ATL,Denver,LaserShip,04/08/2023,05/08/2023,5.9,30.32,Delivered,212,1
SH10426,Warehouse_SEA,Denver,FedEx,21/02/2023,27/02/2023,11.1,139.42,Delivered,1035,6
SH10427,Warehouse_LA,Phoenix,USPS,13/06/2023,14/06/2023,1062.2,51.54,Delivered,373,1
SH10428,Warehouse_ATL,Atlanta,USPS,16/09/2023,19/09/2023,58.9,136.22,Delivered,569,3
SH10429,Warehouse_NYC,Detroit,OnTrac,21/08/2023,30/08/2023,36.6,311.84,In Transit,2250,9
SH10430,Warehouse_DEN,Seattle,OnTrac,23/04/2023,28/04/2023,23,166.87,Delivered,1171,5
SH10431,Warehouse_HOU,New York,DHL,09/02/2023,12/02/2023,23,94.01,Delivered,462,3
SH10432,Warehouse_HOU,San Francisco,FedEx,08/05/2023,12/05/2023,18.5,232.87,Delivered,1761,4
SH10433,Warehouse_HOU,Minneapolis,DHL,31/01/2023,02/02/2023,16.8,118.63,Delivered,658,2
SH10434,Warehouse_HOU,Phoenix,DHL,20/10/2023,23/10/2023,14.2,161.26,Delivered,978,3
SH10435,Warehouse_CHI,Phoenix,DHL,22/01/2023,25/01/2023,45.1,238.38,Delivered,1349,3
SH10436,Warehouse_ATL,Houston,Amazon Logistics,29/03/2023,30/03/2023,19,77.14,Delivered,483,1
SH10437,Warehouse_DEN,Houston,FedEx,14/04/2023,21/04/2023,9.9,256.92,Delivered,1707,7
SH10438,Warehouse_ATL,Dallas,USPS,25/09/2023,30/09/2023,46.2,329.57,Delivered,2333,5
SH10439,Warehouse_NYC,Chicago,LaserShip,04/12/2023,06/12/2023,10.2,120.04,Delivered,790,2
SH10440,Warehouse_CHI,San Francisco,DHL,03/04/2023,11/04/2023,5.2,216.66,Delivered,1605,8
SH10441,Warehouse_SF,Seattle,UPS,01/11/2023,05/11/2023,26,183.17,Delivered,1019,4
SH10442,Warehouse_NYC,San Francisco,USPS,16/09/2023,20/09/2023,13.2,256.53,Delivered,1945,4
SH10443,Warehouse_HOU,Phoenix,Amazon Logistics,01/04/2023,03/04/2023,55.5,169.22,Delivered,804,2
SH10444,Warehouse_LA,Dallas,Amazon Logistics,17/09/2023,23/09/2023,23.9,188.32,Delivered,1435,6
SH10445,Warehouse_HOU,Phoenix,Amazon Logistics,10/04/2023,13/04/2023,31.6,152.35,In Transit,1081,3
SH10446,Warehouse_SEA,Seattle,FedEx,29/11/2023,05/12/2023,34,234.67,Delivered,1211,6
SH10448,Warehouse_BOS,Chicago,USPS,14/04/2023,18/04/2023,87.5,322.09,Delivered,1941,4
SH10449,Warehouse_CHI,Houston,OnTrac,29/09/2023,04/10/2023,6.6,211.32,Delivered,1560,5
SH10450,Warehouse_BOS,Chicago,DHL,14/09/2023,19/09/2023,14.2,279.38,Delivered,1843,5
SH10451,Warehouse_SEA,Seattle,OnTrac,06/03/2023,14/03/2023,8.3,274.13,Delivered,2418,8
SH10452,Warehouse_BOS,San Francisco,LaserShip,04/01/2023,21/01/2023,18,271.68,Delayed,2067,5
SH10453,Warehouse_NYC,Portland,OnTrac,21/01/2023,23/01/2023,45,124.14,Delivered,568,2
SH10454,Warehouse_NYC,San Francisco,FedEx,09/06/2023,15/06/2023,8.1,119.16,Delivered,906,6
SH10455,Warehouse_SEA,Houston,USPS,18/01/2023,23/01/2023,16.3,87.95,Delivered,642,5
SH10456,Warehouse_CHI,Houston,USPS,03/11/2023,08/11/2023,10.9,281.08,Delivered,1954,5
SH10457,Warehouse_MIA,Boston,FedEx,15/03/2023,21/03/2023,6,311.67,Delivered,2192,6
SH10458,Warehouse_SF,Denver,UPS,15/09/2023,18/09/2023,33.6,195.61,Delivered,1113,3
SH10459,Warehouse_SF,Detroit,DHL,17/02/2023,25/02/2023,11.8,283.34,Delivered,1837,8
SH10461,Warehouse_LA,Minneapolis,FedEx,16/08/2023,17/08/2023,21.4,49.49,Delivered,162,1
SH10462,Warehouse_SEA,Minneapolis,USPS,27/02/2023,05/03/2023,31.3,308.28,Delivered,2454,6
SH10463,Warehouse_HOU,Dallas,LaserShip,25/10/2023,27/10/2023,38.9,114.76,Delivered,603,2
SH10464,Warehouse_BOS,Chicago,LaserShip,09/12/2023,13/12/2023,29,228.35,Delivered,1340,4
SH10465,Warehouse_SF,Phoenix,USPS,16/07/2023,20/07/2023,39.6,270.85,Delivered,1963,4
SH10466,Warehouse_LA,New York,LaserShip,03/05/2023,08/05/2023,11.8,270.13,Delivered,2254,5
SH10467,Warehouse_SF,Dallas,USPS,19/11/2023,22/11/2023,15.7,121.5,In Transit,664,3
SH10468,Warehouse_LA,Dallas,USPS,19/02/2023,23/02/2023,45.3,195.45,Delivered,1435,4
SH10469,Warehouse_LA,Dallas,DHL,28/08/2023,03/09/2023,19.7,244.45,Delivered,1435,6
SH10471,Warehouse_MIA,Los Angeles,LaserShip,16/10/2023,22/10/2023,10.5,133.36,Delivered,1072,6
SH10472,Warehouse_HOU,Denver,DHL,17/12/2023,20/12/2023,52.6,258.14,Delivered,1030,3
SH10473,Warehouse_MIA,Atlanta,FedEx,04/06/2023,09/06/2023,27.7,237.6,Delivered,1363,5
SH10474,Warehouse_NYC,Minneapolis,USPS,25/04/2023,27/04/2023,29.6,84.55,Lost,515,2
SH10475,Warehouse_SEA,Detroit,OnTrac,03/09/2023,06/09/2023,10.8,48.75,Delivered,262,3
SH10476,Warehouse_SEA,New York,Amazon Logistics,19/02/2023,23/02/2023,10.6,217.45,Delivered,1866,4
SH10477,Warehouse_CHI,Phoenix,DHL,20/12/2023,06/01/2024,17.9,373.8,Delayed,1998,5
SH10478,Warehouse_DEN,Chicago,UPS,16/07/2023,21/07/2023,14.8,182.07,Delivered,1304,5
SH10479,Warehouse_SEA,Dallas,UPS,19/04/2023,21/04/2023,11.9,41.55,Delivered,187,2
SH10480,Warehouse_LA,Chicago,USPS,31/03/2023,05/04/2023,26.7,209.87,Delivered,1486,5
SH10481,Warehouse_SF,New York,Amazon Logistics,08/01/2023,12/01/2023,7.7,170.97,Delivered,1468,4
SH10482,Warehouse_CHI,Seattle,Amazon Logistics,27/03/2023,01/04/2023,17.8,323.01,Delivered,2283,5
SH10483,Warehouse_SF,Houston,UPS,19/01/2023,23/01/2023,57.6,346.17,Delivered,1950,4
SH10484,Warehouse_MIA,Detroit,LaserShip,24/08/2023,02/09/2023,13.4,31.36,Delayed,119,2
SH10485,Warehouse_MIA,Chicago,LaserShip,07/03/2023,10/03/2023,11.5,143.87,Delivered,983,3
SH10486,Warehouse_DEN,Los Angeles,USPS,18/02/2023,20/02/2023,18.6,64.53,Lost,344,2
SH10487,Warehouse_BOS,Detroit,Amazon Logistics,23/08/2023,28/08/2023,26.8,280.97,Delivered,1996,5
SH10488,Warehouse_DEN,Los Angeles,OnTrac,25/06/2023,01/07/2023,8.6,219.42,Delayed,1671,5
SH10489,Warehouse_NYC,Miami,FedEx,22/12/2023,26/12/2023,53.2,204.86,Delivered,829,4
SH10490,Warehouse_SF,Los Angeles,Amazon Logistics,31/08/2023,06/09/2023,14.9,186.3,Delivered,1508,6
SH10491,Warehouse_LA,Boston,DHL,17/06/2023,20/06/2023,59.4,316.73,Delivered,1504,3
SH10492,Warehouse_CHI,Seattle,USPS,09/06/2023,13/06/2023,16.9,213.15,Delivered,1844,4
SH10493,Warehouse_HOU,Denver,FedEx,06/02/2023,10/02/2023,13.4,139.6,Delivered,1030,4
SH10494,Warehouse_SEA,New York,DHL,30/08/2023,01/09/2023,11.4,65.29,Delivered,319,2
SH10495,Warehouse_SEA,Chicago,DHL,18/04/2023,24/04/2023,10.8,256.45,Delivered,1635,6
SH10496,Warehouse_MIA,Denver,FedEx,03/09/2023,06/09/2023,68.5,235.28,Delivered,1058,3
SH10497,Warehouse_MIA,Denver,FedEx,02/01/2023,03/01/2023,22.1,69.52,Delivered,309,1
SH10498,Warehouse_DEN,Houston,Amazon Logistics,28/12/2023,30/12/2023,9,149.84,Delivered,1002,2
SH10499,Warehouse_SF,Denver,DHL,28/09/2023,30/09/2023,10.7,51.05,Delivered,295,2
SH10500,Warehouse_ATL,Seattle,UPS,10/08/2023,15/08/2023,4.4,316.41,Delivered,2252,5
SH10501,Warehouse_LA,Seattle,UPS,16/07/2023,21/07/2023,39,195.48,Delivered,1135,5
SH10502,Warehouse_LA,Los Angeles,Amazon Logistics,27/06/2023,03/07/2023,15.9,331.92,Delivered,2378,6
SH10503,Warehouse_SEA,Minneapolis,USPS,30/11/2023,04/12/2023,10.3,227.04,Delivered,1473,4
SH10504,Warehouse_MIA,Detroit,LaserShip,28/12/2023,01/01/2024,26.9,260.4,Delivered,1433,4
SH10505,Warehouse_MIA,Houston,FedEx,20/10/2023,22/10/2023,51.6,103.41,Delivered,239,2
SH10506,Warehouse_ATL,Atlanta,UPS,13/09/2023,18/09/2023,8.9,298.41,Delivered,2461,5
SH10507,Warehouse_NYC,Miami,DHL,30/11/2023,05/12/2023,12.5,283.78,Delivered,1588,5
SH10508,Warehouse_BOS,Denver,USPS,30/08/2023,31/08/2023,9.9,52.96,Delivered,328,1
SH10509,Warehouse_BOS,Los Angeles,UPS,19/09/2023,24/09/2023,11.2,306.47,Delivered,2213,5
SH10510,Warehouse_SF,Phoenix,USPS,08/01/2023,20/01/2023,19.8,263.66,Delayed,2186,6
SH10511,Warehouse_LA,Denver,FedEx,07/07/2023,18/07/2023,16.5,196.73,Delayed,1228,4
SH10512,Warehouse_CHI,Portland,LaserShip,03/09/2023,07/09/2023,12.1,206.41,Delivered,1553,4
