Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1012,20/11/2023,Bob,North,"5,858.06",1,Food,"4,190.83","4,528.77",Returning,0.22,Bank Transfer,Online,North-Bob
1039,13/05/2023,Eve,West,"4,422.48",40,Furniture,"3,536.46","3,945.82",New,0.24,Bank Transfer,Online,West-Eve
1002,20/10/2023,David,North,"5,842.88",30,Clothing,"4,646.55","4,784.28",Returning,0.1,Credit Card,Retail,North-David
1003,24/11/2023,Eve,East,"5,215.31",11,Food,"3,706.78","3,862.26",New,0.22,Credit Card,Retail,East-Eve
1056,7/5/2023,David,East,"7,611.88",28,Clothing,"1,566.03","1,576.34",Returning,0.2,Bank Transfer,Online,East-David
1081,16/04/2023,Charlie,West,"2,896.71",44,Electronics,"1,362.15","1,844.07",New,0.29,Credit Card,Online,West-Charlie
1059,2/4/2023,Eve,West,"3,595.20",12,Food,"3,496.15","3,955.75",Returning,0.28,Cash,Retail,West-Eve
1002,14/10/2023,David,South,"8,951.53",39,Clothing,"1,004.71","1,389.35",New,0.24,Bank Transfer,Online,South-David
1002,20/02/2023,Charlie,West,"9,469.92",26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie
1092,29/01/2023,Bob,South,"8,936.33",13,Clothing,"2,684.50","2,913.78",New,0.08,Credit Card,Retail,South-Bob
1054,23/10/2023,David,East,"4,252.54",8,Food,"4,117.13","4,177.06",Returning,0.25,Bank Transfer,Retail,East-David
1087,24/10/2023,Bob,East,"7,825.62",28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob
1096,2/8/2023,Bob,North,"4,815.72",30,Electronics,"3,969.86","4,281.79",Returning,0.08,Bank Transfer,Retail,North-Bob
1097,24/09/2023,Alice,East,"5,025.64",9,Food,"4,067.28","4,548.09",Returning,0.12,Credit Card,Retail,East-Alice
1001,14/09/2023,Eve,South,"2,126.33",39,Food,"2,437.26","2,889.67",Returning,0.25,Cash,Online,South-Eve
1019,29/10/2023,David,West,"5,952.19",31,Food,333.69,685.10,New,0.04,Bank Transfer,Online,West-David
1002,11/4/2023,Bob,North,"1,942.75",21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob
1053,12/12/2023,Alice,South,"3,382.49",47,Electronics,"3,551.76","3,696.10",Returning,0.15,Bank Transfer,Retail,South-Alice
1044,20/04/2023,Charlie,West,"8,564.80",34,Food,"3,573.30","3,740.13",Returning,0.01,Credit Card,Online,West-Charlie
1090,1/7/2023,David,North,"2,150.05",31,Furniture,"4,496.86","4,880.80",New,0.06,Cash,Retail,North-David
1032,9/11/2023,Bob,East,804.47,25,Electronics,"2,934.30","3,337.40",Returning,0.25,Credit Card,Retail,East-Bob
1070,1/1/2023,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve
1032,15/11/2023,Alice,West,"9,413.77",1,Food,651.00,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice
1068,24/02/2023,Bob,North,"5,118.51",22,Clothing,"3,619.61","3,651.42",Returning,0.26,Bank Transfer,Online,North-Bob
1055,29/05/2023,Eve,North,"4,153.18",40,Furniture,959.73,"1,111.41",New,0.23,Bank Transfer,Online,North-Eve
1075,5/11/2023,Bob,East,"8,127.70",37,Food,"1,675.51","1,906.64",New,0.13,Bank Transfer,Online,East-Bob
1056,17/05/2023,David,West,"8,374.68",47,Furniture,"2,461.70","2,529.02",Returning,0.22,Cash,Retail,West-David
1017,21/07/2023,David,East,"3,388.69",1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David
1038,9/11/2023,David,East,"6,966.82",1,Food,"1,281.65","1,709.71",Returning,0.14,Credit Card,Online,East-David
1024,27/04/2023,Alice,West,"7,734.12",42,Food,"2,069.05","2,363.90",Returning,0.07,Cash,Online,West-Alice
1069,3/6/2023,David,West,"6,581.04",42,Clothing,"1,434.20","1,482.88",New,0.28,Credit Card,Retail,West-David
1098,18/10/2023,Eve,West,"1,600.79",21,Furniture,725.03,828.95,New,0.18,Bank Transfer,Online,West-Eve
1070,4/3/2023,Bob,South,"8,771.24",15,Electronics,"3,653.66","3,896.19",New,0.03,Credit Card,Retail,South-Bob
1086,1/9/2023,Charlie,West,"5,437.04",17,Electronics,"4,075.08","4,262.21",New,0.17,Cash,Online,West-Charlie
1011,25/01/2023,Eve,North,"2,896.48",22,Electronics,"1,324.52","1,510.30",Returning,0.15,Cash,Retail,North-Eve
1016,31/03/2023,Eve,East,"4,309.76",38,Electronics,"3,883.38","4,152.72",Returning,0.26,Cash,Online,East-Eve
1097,16/03/2023,David,South,471.95,35,Food,"1,958.49","2,254.84",New,0.16,Credit Card,Online,South-David
1073,21/10/2023,Alice,West,"1,365.88",45,Furniture,"2,558.09","2,958.55",New,0.08,Cash,Online,West-Alice
1059,29/07/2023,Bob,South,"7,678.91",16,Furniture,"4,287.21","4,464.28",Returning,0.2,Credit Card,Retail,South-Bob
1070,13/12/2023,Alice,West,100.12,8,Clothing,"3,762.27","4,166.95",Returning,0.16,Bank Transfer,Online,West-Alice
1080,17/01/2023,Bob,South,"4,224.00",47,Furniture,"4,035.33","4,211.25",Returning,0.07,Bank Transfer,Online,South-Bob
1093,8/5/2023,Bob,East,"5,272.85",17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob
1003,30/12/2023,Alice,East,640.88,17,Furniture,395.11,676.66,Returning,0.25,Cash,Retail,East-Alice
1020,8/9/2023,Eve,North,"9,733.47",26,Clothing,"4,472.35","4,770.42",New,0.01,Credit Card,Retail,North-Eve
1059,28/06/2023,Bob,North,"2,338.64",13,Electronics,"1,969.78","2,437.70",New,0.19,Credit Card,Retail,North-Bob
1036,1/7/2023,Alice,West,"3,111.57",17,Furniture,"1,475.00","1,840.77",Returning,0.1,Credit Card,Online,West-Alice
1019,1/6/2023,Bob,East,"3,109.03",38,Clothing,"3,637.25","4,096.96",Returning,0.09,Bank Transfer,Online,East-Bob
1090,25/01/2023,Charlie,South,"2,381.12",17,Clothing,"4,190.26","4,645.35",New,0.12,Credit Card,Retail,South-Charlie
1067,29/06/2023,Eve,South,114.59,48,Food,"4,319.32","4,625.56",Returning,0.1,Bank Transfer,Online,South-Eve
1019,17/07/2023,David,South,"7,320.51",14,Clothing,"1,614.19","1,882.79",New,0.25,Credit Card,Retail,South-David
1020,10/12/2023,Bob,North,"9,671.77",45,Electronics,"4,268.45","4,551.60",New,0.08,Bank Transfer,Online,North-Bob
1096,10/6/2023,Charlie,South,"2,320.51",6,Furniture,252.62,742.00,New,0.22,Credit Card,Retail,South-Charlie
1071,26/06/2023,David,North,"6,664.17",35,Clothing,295.82,684.67,New,0.03,Credit Card,Online,North-David
1052,12/10/2023,David,North,"7,444.77",46,Electronics,"3,136.42","3,198.49",Returning,0.29,Cash,Retail,North-David
1033,4/3/2023,Bob,West,"8,499.41",14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob
1040,30/05/2023,Alice,South,"4,284.03",47,Clothing,"1,656.82","1,750.38",New,0.21,Credit Card,Online,South-Alice
1039,3/6/2023,Bob,South,"3,099.02",8,Clothing,"3,380.14","3,609.34",Returning,0.09,Credit Card,Online,South-Bob
1082,5/6/2023,Charlie,East,"3,320.42",15,Clothing,"1,719.47","1,832.60",Returning,0.12,Credit Card,Online,East-Charlie
1001,18/02/2023,David,West,"7,154.95",27,Clothing,939.02,"1,286.92",Returning,0.07,Credit Card,Retail,West-David
1011,3/12/2023,Bob,East,"8,186.12",13,Electronics,"1,442.69","1,882.57",Returning,0.28,Cash,Online,East-Bob
1092,25/03/2023,Alice,West,"1,897.98",49,Furniture,"2,315.00","2,467.28",New,0.15,Bank Transfer,Retail,West-Alice
1057,27/12/2023,Bob,South,"3,772.32",31,Furniture,"2,403.16","2,453.35",Returning,0.19,Credit Card,Online,South-Bob
1089,26/06/2023,Eve,North,"9,029.21",35,Furniture,"3,925.85","4,082.11",New,0.22,Cash,Online,North-Eve
1050,28/05/2023,Alice,North,"8,086.27",6,Furniture,"3,763.26","4,102.72",New,0.11,Credit Card,Retail,North-Alice
1023,28/04/2023,Charlie,North,"9,850.10",5,Electronics,"2,311.25","2,482.34",Returning,0.22,Credit Card,Retail,North-Charlie
1031,8/12/2023,David,North,"7,567.06",22,Food,"4,236.05","4,382.32",New,0.2,Bank Transfer,Online,North-David
1094,4/3/2023,Bob,North,"3,992.63",49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob
1042,8/7/2023,Alice,East,"5,947.31",23,Electronics,"1,314.00","1,567.78",Returning,0.15,Credit Card,Retail,East-Alice
1099,26/12/2023,Eve,West,"6,644.04",25,Electronics,"4,148.48","4,293.69",New,0.11,Bank Transfer,Online,West-Eve
1007,18/02/2023,Alice,South,876.71,34,Clothing,"1,921.07","2,289.27",Returning,0.07,Bank Transfer,Retail,South-Alice
1016,23/11/2023,Eve,East,"5,490.52",26,Clothing,"4,906.85","4,954.39",New,0.25,Bank Transfer,Online,East-Eve
1090,14/09/2023,Charlie,West,"7,122.28",47,Clothing,"2,357.95","2,693.33",New,0.18,Bank Transfer,Online,West-Charlie
1060,12/8/2023,David,North,"1,756.48",5,Furniture,"3,970.08","4,096.48",Returning,0.13,Cash,Retail,North-David
1002,21/05/2023,Charlie,West,"7,828.25",26,Clothing,"2,041.42","2,291.17",Returning,0.28,Cash,Online,West-Charlie
1001,3/8/2023,Bob,West,"5,879.35",20,Food,"2,153.52","2,303.70",Returning,0.01,Cash,Retail,West-Bob
1048,30/07/2023,Alice,North,"9,527.00",6,Furniture,"1,945.27","2,309.43",New,0.26,Credit Card,Online,North-Alice
1012,14/11/2023,Eve,North,519.98,6,Clothing,"3,609.42","4,082.62",Returning,0.3,Bank Transfer,Retail,North-Eve
1069,1/2/2023,Eve,North,"2,726.73",18,Furniture,"2,760.21","3,219.58",New,0.27,Bank Transfer,Retail,North-Eve
1037,7/6/2023,Alice,South,"6,055.38",4,Food,"4,721.70","5,017.58",New,0.24,Cash,Retail,South-Alice
1032,12/10/2023,Alice,North,"3,035.94",17,Clothing,"1,291.91","1,528.59",Returning,0.11,Credit Card,Retail,North-Alice
1009,1/11/2023,Bob,South,"7,172.80",14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob
1099,13/10/2023,Charlie,North,"7,614.15",14,Food,"1,996.64","2,341.47",Returning,0.22,Credit Card,Online,North-Charlie
1019,24/05/2023,Eve,South,"1,114.91",13,Food,"3,102.73","3,202.68",New,0.09,Cash,Online,South-Eve
1048,19/01/2023,Bob,West,"5,187.16",7,Clothing,"4,310.95","4,723.20",Returning,0.05,Credit Card,Retail,West-Bob
1080,18/01/2023,Charlie,East,"5,138.02",44,Electronics,"1,763.67","1,983.82",New,0.24,Credit Card,Online,East-Charlie
1003,14/09/2023,Bob,West,"3,755.88",15,Clothing,"3,286.24","3,388.84",Returning,0.09,Credit Card,Retail,West-Bob
1020,19/03/2023,Eve,West,"9,335.96",19,Food,"1,783.48","1,931.56",Returning,0.27,Bank Transfer,Retail,West-Eve
1024,24/06/2023,Alice,North,"8,292.31",43,Clothing,"3,105.24","3,246.33",New,0.25,Cash,Online,North-Alice
1054,13/07/2023,Alice,South,"7,002.37",47,Food,"4,429.80","4,694.21",New,0.25,Bank Transfer,Online,South-Alice
1033,23/04/2023,Charlie,East,"7,171.83",44,Electronics,"1,195.22","1,320.06",Returning,0.23,Bank Transfer,Retail,East-Charlie
1024,24/04/2023,David,North,"4,670.99",35,Furniture,"2,051.00","2,121.55",Returning,0.26,Cash,Retail,North-David
1075,10/8/2023,Charlie,North,"9,217.85",17,Electronics,"4,966.66","5,037.27",Returning,0.24,Bank Transfer,Retail,North-Charlie
1072,15/06/2023,David,North,"6,976.49",35,Electronics,"4,349.36","4,645.17",Returning,0.18,Credit Card,Retail,North-David
1036,15/11/2023,Bob,West,"7,316.91",19,Furniture,"2,844.97","3,215.00",Returning,0.09,Credit Card,Retail,West-Bob
1038,12/5/2023,Bob,South,"8,630.74",20,Clothing,"2,607.31","2,774.86",New,0.27,Credit Card,Retail,South-Bob
1084,21/09/2023,Eve,South,"2,813.31",36,Furniture,"1,458.77","1,485.75",New,0.25,Credit Card,Online,South-Eve
1099,24/02/2023,David,East,"8,090.00",35,Clothing,"2,610.19","2,682.53",New,0.14,Cash,Retail,East-David
1089,25/12/2023,Eve,South,"2,032.88",32,Clothing,"4,248.50","4,706.70",New,0.01,Bank Transfer,Retail,South-Eve
1099,11/5/2023,Alice,South,"3,518.89",48,Food,"3,441.61","3,693.45",Returning,0.19,Bank Transfer,Online,South-Alice
1025,15/10/2023,David,North,"3,422.54",44,Food,"1,485.72","1,717.97",New,0.02,Credit Card,Retail,North-David
1093,23/09/2023,Charlie,North,"9,787.40",40,Furniture,"1,047.25","1,075.89",New,0.28,Credit Card,Retail,North-Charlie
1018,1/1/2024,Alice,West,"8,579.72",24,Electronics,"1,362.78","1,729.81",New,0.29,Bank Transfer,Online,West-Alice
1082,11/6/2023,Alice,North,"7,041.58",17,Furniture,890.31,"1,159.06",Returning,0.06,Cash,Retail,North-Alice
1066,28/03/2023,Charlie,North,"7,297.86",7,Clothing,523.42,632.44,New,0.2,Bank Transfer,Online,North-Charlie
1054,24/02/2023,Alice,North,"5,664.52",43,Food,"2,124.72","2,188.66",Returning,0.03,Credit Card,Retail,North-Alice
1035,15/10/2023,David,North,"9,476.20",1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David
1080,27/06/2023,Eve,West,"5,012.96",35,Furniture,900.97,"1,321.18",Returning,0.1,Cash,Online,West-Eve
1061,15/12/2023,Alice,North,"3,867.13",32,Food,"2,759.26","3,193.25",New,0.2,Bank Transfer,Online,North-Alice
1041,8/1/2023,David,East,"1,714.05",36,Food,864.77,"1,170.16",Returning,0.11,Cash,Retail,East-David
1100,17/11/2023,Bob,East,"7,883.44",13,Food,366.20,732.69,New,0.04,Cash,Retail,East-Bob
1033,9/11/2023,David,East,"7,370.99",6,Clothing,"1,621.07","1,687.50",Returning,0.12,Credit Card,Online,East-David
1068,4/9/2023,Eve,East,"3,905.11",14,Food,"1,140.58","1,438.76",Returning,0.03,Bank Transfer,Online,East-Eve
1033,19/11/2023,David,North,349.41,37,Electronics,"2,600.76","2,937.57",New,0.17,Credit Card,Retail,North-David
1014,12/9/2023,Charlie,East,"8,406.07",48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie
1021,24/11/2023,Eve,North,213.04,15,Food,"3,771.27","4,212.55",Returning,0.16,Credit Card,Retail,North-Eve
1048,23/02/2023,Bob,West,"7,066.63",47,Food,"4,535.86","4,641.41",New,0.27,Credit Card,Retail,West-Bob
1020,6/9/2023,Charlie,East,"9,705.55",4,Clothing,"3,730.00","3,893.60",New,0.25,Bank Transfer,Retail,East-Charlie
1008,27/08/2023,David,South,"4,432.85",40,Clothing,"2,687.49","3,001.56",Returning,0.26,Bank Transfer,Online,South-David
1007,17/08/2023,Eve,East,"2,426.24",16,Furniture,"4,310.31","4,633.10",New,0.28,Credit Card,Retail,East-Eve
1067,8/3/2023,Bob,East,"7,078.22",28,Electronics,"3,489.85","3,842.55",New,0.03,Bank Transfer,Online,East-Bob
1017,20/02/2023,Charlie,North,"8,189.57",16,Furniture,102.23,167.12,New,0.04,Credit Card,Retail,North-Charlie
1033,7/4/2023,Bob,East,"5,509.66",4,Food,"2,000.75","2,426.99",Returning,0.17,Bank Transfer,Online,East-Bob
1048,2/4/2023,David,South,"9,673.65",45,Electronics,"4,262.21","4,533.31",Returning,0.27,Credit Card,Online,South-David
1076,21/09/2023,Bob,North,611.52,26,Electronics,"1,762.00","2,002.95",Returning,0.29,Credit Card,Retail,North-Bob
1059,18/10/2023,Alice,North,"5,097.48",28,Electronics,224.32,715.06,Returning,0.01,Credit Card,Online,North-Alice
1086,6/4/2023,Charlie,West,"7,212.69",32,Electronics,"3,743.59","4,116.38",Returning,0.11,Cash,Online,West-Charlie
1022,29/03/2023,Bob,West,"8,640.14",45,Furniture,"4,020.09","4,087.91",Returning,0.06,Bank Transfer,Online,West-Bob
1030,19/03/2023,David,East,"1,874.63",2,Clothing,844.94,"1,225.64",Returning,0.23,Credit Card,Online,East-David
1038,15/10/2023,David,West,"8,020.03",31,Clothing,"2,709.84","2,766.51",New,0.19,Cash,Retail,West-David
1051,30/04/2023,Bob,West,"5,571.80",3,Food,"1,000.18","1,023.64",Returning,0.04,Credit Card,Online,West-Bob
1054,29/10/2023,David,West,"4,025.88",8,Clothing,"3,610.21","3,817.99",Returning,0.15,Cash,Retail,West-David
1008,14/06/2023,Eve,North,"1,403.98",24,Clothing,"1,394.17","1,891.02",New,0.21,Credit Card,Online,North-Eve
1027,1/7/2023,Eve,North,"8,666.43",15,Clothing,"1,615.26","1,710.95",New,0.23,Credit Card,Retail,North-Eve
1027,11/8/2023,Eve,North,"1,657.00",43,Clothing,"4,232.61","4,572.21",New,0.01,Cash,Retail,North-Eve
1098,7/11/2023,Alice,West,"3,166.90",31,Food,"2,407.80","2,502.76",Returning,0.27,Cash,Retail,West-Alice
1021,7/1/2023,Bob,North,"2,971.45",9,Furniture,"3,365.28","3,730.43",New,0.17,Bank Transfer,Online,North-Bob
1030,26/11/2023,Alice,West,"8,727.00",39,Electronics,"2,041.75","2,299.37",Returning,0.24,Bank Transfer,Retail,West-Alice
1097,20/09/2023,David,North,"6,759.76",45,Clothing,"1,525.13","1,868.32",Returning,0.24,Cash,Retail,North-David
1028,10/6/2023,Alice,North,"7,987.15",2,Furniture,"3,146.12","3,255.53",Returning,0.06,Bank Transfer,Online,North-Alice
1064,31/05/2023,David,South,"2,579.63",8,Clothing,816.54,"1,191.90",New,0.03,Cash,Retail,South-David
1097,26/03/2023,David,East,"6,286.25",7,Clothing,"1,896.35","2,394.20",New,0.22,Bank Transfer,Online,East-David
1069,27/05/2023,Charlie,West,"5,760.29",44,Electronics,"1,084.73","1,420.90",Returning,0.05,Credit Card,Online,West-Charlie
1061,22/04/2023,Eve,South,"8,345.02",39,Electronics,"3,494.19","3,746.00",Returning,0.25,Bank Transfer,Retail,South-Eve
1048,5/2/2023,David,North,"9,070.26",42,Electronics,"4,723.83","5,186.19",Returning,0.22,Credit Card,Online,North-David
1019,12/10/2023,Charlie,West,220.35,16,Clothing,"4,977.78","4,995.55",New,0.25,Credit Card,Online,West-Charlie
1004,7/7/2023,Eve,North,"6,772.80",35,Clothing,"2,278.87","2,646.53",Returning,0.09,Bank Transfer,Online,North-Eve
1035,23/03/2023,David,East,613.17,30,Clothing,"1,300.03","1,745.52",New,0.09,Cash,Retail,East-David
1064,2/1/2023,David,South,"5,533.70",10,Electronics,"2,242.01","2,282.23",Returning,0.2,Credit Card,Online,South-David
1049,30/10/2023,Alice,East,"2,947.56",38,Food,"4,243.98","4,474.51",New,0.01,Credit Card,Online,East-Alice
1017,16/07/2023,Alice,South,"3,137.09",18,Furniture,"1,069.73","1,180.04",Returning,0.22,Bank Transfer,Online,South-Alice
1044,11/1/2023,Eve,North,"3,594.29",5,Food,"4,762.87","5,050.46",New,0.25,Cash,Retail,North-Eve
1092,22/08/2023,David,East,"6,250.80",29,Clothing,"1,742.24","2,070.52",New,0.12,Cash,Online,East-David
1030,14/07/2023,Bob,East,"3,407.09",39,Clothing,"4,929.73","5,088.02",New,0.23,Bank Transfer,Retail,East-Bob
1093,29/04/2023,Alice,North,"7,353.72",34,Food,"4,201.11","4,436.50",New,0.05,Cash,Online,North-Alice
1046,20/01/2023,Eve,East,"4,104.82",43,Clothing,"4,052.42","4,199.30",New,0.1,Bank Transfer,Retail,East-Eve
1006,18/09/2023,David,West,776.70,45,Furniture,"1,623.63","1,814.63",New,0.29,Bank Transfer,Retail,West-David
1099,20/10/2023,David,South,"7,859.22",23,Clothing,93.45,181.62,Returning,0.3,Bank Transfer,Retail,South-David
1037,13/09/2023,Bob,South,"2,929.01",5,Furniture,"1,941.56","2,385.48",Returning,0.15,Credit Card,Online,South-Bob
1024,10/8/2023,Eve,South,"4,384.39",30,Food,"1,543.96","1,558.87",Returning,0.28,Credit Card,Online,South-Eve
1093,14/08/2023,David,West,"6,885.89",6,Food,235.12,677.50,Returning,0.16,Credit Card,Online,West-David
1046,22/02/2023,Alice,South,"3,391.32",46,Clothing,"2,551.56","2,841.68",New,0.09,Bank Transfer,Retail,South-Alice
1053,21/12/2023,Bob,North,660.20,44,Furniture,"2,045.00","2,217.51",Returning,0.08,Credit Card,Online,North-Bob
1095,8/12/2023,Eve,East,"3,801.82",4,Clothing,"3,191.05","3,555.35",New,0.28,Credit Card,Online,East-Eve
1099,30/12/2023,Bob,West,"9,450.04",29,Electronics,"3,124.87","3,383.67",New,0.05,Credit Card,Retail,West-Bob
1060,7/10/2023,Alice,South,"6,453.17",23,Electronics,647.70,902.26,New,0.17,Bank Transfer,Online,South-Alice
1097,22/03/2023,Eve,North,"6,747.64",6,Electronics,"4,885.98","4,949.95",Returning,0.17,Bank Transfer,Online,North-Eve
1063,21/07/2023,Bob,East,"6,359.59",32,Electronics,975.31,"1,176.17",New,0.22,Bank Transfer,Retail,East-Bob
1085,7/6/2023,Charlie,East,"2,070.02",42,Clothing,"2,254.11","2,382.23",Returning,0.15,Credit Card,Retail,East-Charlie
1032,30/04/2023,Alice,West,"4,241.51",18,Electronics,"2,466.18","2,483.87",Returning,0.08,Cash,Online,West-Alice
1087,28/02/2023,Alice,West,"7,534.30",15,Furniture,"4,074.66","4,261.11",Returning,0.05,Credit Card,Retail,West-Alice
1033,3/8/2023,Alice,West,"1,103.59",40,Food,541.19,595.20,Returning,0.19,Credit Card,Online,West-Alice
1067,8/5/2023,Charlie,North,"2,850.74",32,Food,"2,171.79","2,307.64",Returning,0.22,Bank Transfer,Online,North-Charlie
1018,12/8/2023,Charlie,North,"2,835.56",9,Electronics,"3,161.09","3,216.42",New,0.17,Bank Transfer,Online,North-Charlie
1025,28/07/2023,David,West,"4,376.99",37,Electronics,"1,115.02","1,174.48",New,0.22,Credit Card,Online,West-David
1095,25/04/2023,Bob,South,"9,805.65",10,Electronics,"3,155.97","3,263.49",Returning,0.04,Credit Card,Online,South-Bob
1054,28/07/2023,David,East,768.28,20,Clothing,"4,622.14","5,122.07",New,0.26,Cash,Retail,East-David
1058,14/01/2023,Bob,East,"5,235.14",6,Food,"4,987.71","4,998.78",Returning,0.17,Cash,Retail,East-Bob
1067,9/1/2023,Charlie,North,"1,875.71",48,Electronics,210.63,533.58,New,0.04,Bank Transfer,Online,North-Charlie
1046,9/2/2023,Charlie,East,"9,709.70",3,Furniture,"1,216.16","1,295.37",New,0.14,Cash,Retail,East-Charlie
1024,25/08/2023,David,South,"1,221.70",42,Electronics,"1,586.02","2,047.13",New,0.25,Cash,Retail,South-David
1032,8/10/2023,Eve,East,"4,095.65",11,Food,"2,025.67","2,081.55",New,0.27,Bank Transfer,Online,East-Eve
1047,25/12/2023,David,North,"7,405.06",43,Electronics,"1,249.17","1,727.15",New,0.08,Cash,Retail,North-David
1086,20/07/2023,Bob,North,"7,075.09",17,Food,"1,057.27","1,366.62",New,0.21,Credit Card,Retail,North-Bob
1023,3/9/2023,David,South,"4,285.01",32,Electronics,"4,775.04","4,785.66",New,0.03,Cash,Online,South-David
1066,5/10/2023,Alice,South,"3,530.59",4,Furniture,"4,596.68","5,044.74",New,0.01,Bank Transfer,Online,South-Alice
1027,23/08/2023,Bob,East,"4,036.36",4,Electronics,282.61,548.25,New,0.17,Credit Card,Online,East-Bob
1002,4/1/2023,Bob,East,"2,716.34",17,Furniture,"1,727.12","1,865.83",New,0.21,Cash,Online,East-Bob
1090,3/6/2023,Eve,North,"2,132.80",41,Furniture,"2,055.49","2,441.46",New,0.24,Credit Card,Online,North-Eve
1017,29/01/2023,Charlie,South,"4,882.09",19,Electronics,"1,233.12","1,697.19",New,0.1,Credit Card,Online,South-Charlie
1033,19/04/2023,Bob,South,"2,758.48",5,Furniture,"3,162.92","3,409.93",New,0,Cash,Online,South-Bob
1009,8/4/2023,Charlie,South,"2,945.87",32,Clothing,"3,219.88","3,384.50",Returning,0.14,Cash,Retail,South-Charlie
1043,3/8/2023,David,East,"6,601.89",22,Electronics,"4,260.00","4,656.58",New,0,Bank Transfer,Online,East-David
1048,20/10/2023,Alice,South,"9,688.52",6,Electronics,"3,717.30","4,061.37",New,0.03,Bank Transfer,Retail,South-Alice
1039,16/03/2023,Eve,North,"6,076.01",35,Furniture,"2,735.74","3,181.23",New,0.1,Credit Card,Retail,North-Eve
1093,22/11/2023,Charlie,North,862.10,22,Furniture,"3,285.25","3,634.58",New,0.13,Bank Transfer,Online,North-Charlie
1042,26/05/2023,Bob,East,848.28,1,Electronics,"1,406.24","1,535.57",New,0.08,Credit Card,Retail,East-Bob
1026,8/5/2023,Charlie,West,"9,519.09",20,Clothing,"2,985.63","3,452.14",New,0.17,Credit Card,Retail,West-Charlie
1099,7/12/2023,Bob,East,"3,043.18",22,Furniture,"2,471.67","2,533.04",Returning,0.02,Bank Transfer,Retail,East-Bob
1050,11/2/2023,Charlie,West,"1,011.46",48,Furniture,710.06,851.35,Returning,0.04,Bank Transfer,Online,West-Charlie
1025,22/12/2023,Bob,South,"6,030.54",11,Food,"1,250.59","1,515.49",Returning,0.21,Bank Transfer,Retail,South-Bob
1024,10/2/2023,David,East,"6,274.12",13,Clothing,"1,493.88","1,781.09",New,0.04,Cash,Retail,East-David
1013,3/2/2023,Bob,North,"6,520.20",42,Clothing,"4,625.33","4,642.83",New,0.19,Credit Card,Online,North-Bob
1060,17/01/2023,Bob,South,"2,747.28",3,Electronics,"1,190.41","1,582.89",New,0.02,Credit Card,Retail,South-Bob
1007,14/06/2023,Alice,North,249.60,9,Clothing,"1,481.76","1,668.95",Returning,0.12,Credit Card,Retail,North-Alice
1057,2/6/2023,Bob,South,"9,653.65",12,Electronics,"1,878.30","2,087.45",New,0.05,Bank Transfer,Retail,South-Bob
1036,17/03/2023,Alice,East,"2,583.84",23,Food,"3,335.53","3,742.12",New,0.03,Bank Transfer,Retail,East-Alice
1045,28/03/2023,Eve,West,"6,792.66",14,Clothing,635.28,831.13,Returning,0.17,Bank Transfer,Retail,West-Eve
1020,27/04/2023,Alice,South,"7,095.64",33,Furniture,"4,772.03","4,805.17",Returning,0.28,Bank Transfer,Online,South-Alice
1065,28/12/2023,David,West,"6,139.07",18,Food,"4,334.58","4,431.04",New,0.02,Bank Transfer,Retail,West-David
1008,8/12/2023,Alice,South,"3,197.78",49,Electronics,"2,907.22","3,385.61",New,0.13,Cash,Online,South-Alice
1016,27/01/2023,Eve,North,"2,783.85",41,Food,"3,386.49","3,430.99",New,0.21,Bank Transfer,Retail,North-Eve
1014,9/11/2023,David,North,"6,016.92",9,Electronics,132.47,316.39,New,0.14,Credit Card,Online,North-David
1076,14/10/2023,Charlie,South,"8,674.35",23,Food,"1,727.78","1,984.34",Returning,0.24,Bank Transfer,Online,South-Charlie
1087,14/05/2023,Charlie,West,"9,472.66",10,Electronics,"3,988.52","4,240.23",New,0.05,Credit Card,Online,West-Charlie
1015,7/8/2023,Alice,East,"1,148.47",19,Clothing,433.54,445.48,New,0.29,Bank Transfer,Retail,East-Alice
1092,17/06/2023,Alice,East,"1,632.80",47,Furniture,"1,447.45","1,703.02",Returning,0.12,Bank Transfer,Retail,East-Alice
1098,8/4/2023,Eve,North,"9,452.89",5,Electronics,"2,947.22","3,145.27",New,0.1,Credit Card,Retail,North-Eve
1066,25/09/2023,Eve,East,"7,391.70",47,Food,"1,319.24","1,805.56",New,0.26,Credit Card,Retail,East-Eve
